Institution,City,State,Zip,Instituion URL,Cost of Attendance,In-state Tuition,Out-of-State Tuition,Average Faculty Salary,Student Spending Ratio
Fortis Institute-Pensacola,Pensacola,FL,32514,www.fortis.edu/,26409.0,14127.0,14127.0,4570.0,0.4651281614578898
Woodland Community College,Woodland,CA,95776,https://wcc.yccd.edu/,11590.0,1124.0,6380.0,8115.0,11.235632183908047
Fortis Institute-Birmingham,Birmingham,AL,35211,www.fortis.edu/,24952.0,13326.0,13326.0,4297.0,0.4208718313195925
The Chicago School of Professional Psychology at Los Angeles,Los Angeles,CA,90017,https://www.thechicagoschool.edu/los-angeles/,35266.0,21934.0,21934.0,6969.0,0.37645332844305884
Providence Christian College,Pasadena,CA,91101,www.providencecc.edu/,45580.0,31846.0,31846.0,7294.0,0.3230115898434044
Institute of World Politics,Washington,DC,20036,www.iwp.edu/,43643.22222222222,29922.777777777777,29922.777777777777,10963.0,1.101736111111111
Pontifical John Paul II Institute for Studies on Marriage and Family,Washington,DC,20064-9997,www.johnpaulii.edu/,41706.444444444445,27999.555555555555,27999.555555555555,8820.0,5.379320007472446
National Career College,Panorama City,CA,91402,www.nccusa.edu/,39769.66666666666,26076.333333333336,26076.333333333336,5632.0,0.3088062622309198
Columbia College,Vienna,VA,22182,www.ccdc.edu/,37832.88888888889,24153.11111111111,24153.11111111111,3000.0,0.24685138539042822
Vermont College of Fine Arts,Montpelier,VT,05602,www.vcfa.edu/,35896.11111111111,22229.88888888889,22229.88888888889,3801.5,0.32894961571306575
Pima Medical Institute-East Valley,Mesa,AZ,85209,pmi.edu/,33959.33333333333,20306.666666666668,20306.666666666668,4603.0,0.3556342825998092
MediaTech Institute-Houston,Houston,TX,77042,https://www.mediatech.edu/,32022.555555555555,18383.444444444445,18383.444444444445,4504.5,0.25148136989052927
Platt College-Miller-Motte-Raleigh,Raleigh,NC,27604-6072,https://www.miller-motte.edu/,30085.777777777777,16460.222222222223,16460.222222222223,4406.0,0.4836074745440304
Fortis College-Salt Lake City,Salt Lake City,UT,84107,www.fortiscollege.edu/,28149.0,14537.0,14537.0,6015.0,0.5145468928540037
Polytechnic University of Puerto Rico-Miami,Miami,FL,33166,www.pupr.edu/,29250.0,12945.0,12945.0,3594.0,0.3915844838921762
Polytechnic University of Puerto Rico-Orlando,Orlando,FL,32825,www.pupr.edu/orlando,20624.0,12630.0,12630.0,3702.0,0.5520587701795755
Ross Medical Education Center-Fort Wayne,Fort Wayne,IN,46805,www.rosseducation.edu/,21483.4,12851.25,12851.25,2684.0,0.2757050714556722
Geisinger Commonwealth School of Medicine,Scranton,PA,18509,https://www.geisinger.edu/education,22342.8,13072.5,13072.5,3147.5,0.6074363992172211
Platt College-McCann-Allentown,Allentown,PA,18109,www.mccann.edu/,23202.2,13293.75,13293.75,3611.0,0.4665609828594075
Strayer University-West Virginia,Scott Depot,WV,25560,www.strayer.edu/campus-locations/west-virginia/teays-valley,24061.6,13515.0,13515.0,5257.0,0.1668702663083313
University of Minnesota-Rochester,Rochester,MN,55904,https://r.umn.edu/,24921.0,12944.0,12944.0,6903.0,0.4116772536829301
College of Business and Technology-Cutler Bay,Cutler Bay,FL,33157,www.cbt.edu/,23185.0,13052.0,13052.0,3750.0,0.20232640112795205
Homestead Schools,Torrance,CA,90505,www.homesteadschools.net/,25180.25,14632.75,14632.75,4611.5,0.42946405565575885
Carrington College-Las Vegas,Las Vegas,NV,89119,https://carrington.edu/,27175.5,16213.5,16213.5,5473.0,0.3841170825335892
Carrington College-Reno,Reno,NV,89511,https://carrington.edu/,29170.75,17794.25,17794.25,7244.0,0.4279879239921861
Chamberlain University-Florida,Jacksonville,FL,32256,https://www.chamberlain.edu/,31166.0,19375.0,19375.0,6890.0,0.2529455262509243
Horizon University,Indianapolis,IN,46236-2622,www.horizonuniversity.edu/,26515.75,9300.0,9300.0,6093.333333333333,0.6432272390821614
Academy for Jewish Religion-California,Los Angeles,CA,90024,www.ajrca.edu/,21865.5,9305.0,9305.0,5296.666666666667,0.640242609322645
Angeles College,Los Angeles,CA,90010,https://www.angelescollege.edu/,17215.25,9310.0,9310.0,4500.0,0.2698874917273329
University of Fort Lauderdale,Lauderhill,FL,33313,uftl.edu/,12565.0,9315.0,9315.0,3750.0,0.7688795656465943
Pacific Rim Christian University,Honolulu,HI,96819-2228,https://www.pacrim.edu/#home,19811.0,11300.0,11300.0,5160.5,0.17712833545108006
Ambria College of Nursing,Hoffman Estates,IL,60192,ambria.edu/,18168.8,10240.0,10240.0,6571.0,0.43302785923753667
Midwestern Career College,Chicago,IL,60202,www.mccollege.edu/,16526.6,9180.0,9180.0,4848.0,0.40220323741007197
CenterPoint Massage & Shiatsu Therapy School & Clinic,Bloomington,MN,55431,centerpointmn.com/,14884.4,8120.0,8120.0,4518.5,0.4053822236517637
American Business and Technology University,St Joseph,MO,64506,https://abtu.edu/,13242.2,7060.0,7060.0,4189.0,0.34959349593495936
City Vision University,Kansas City,MO,64106-3028,https://www.cityvision.edu/,11600.0,6000.0,6000.0,3859.5,0.390341668257301
Houston International College Cardiotech Ultrasound School,Houston,TX,77099,www.cardiotech.org/,28493.0,11200.0,11200.0,3530.0,0.17801248199711953
Antioch College AG,Hampton,VA,23666,antiochcollegeag.edu/,16527.0,8420.0,8420.0,4306.5,0.3175787728026534
Northwest School of Wooden Boat Building,Port Hadlock,WA,98339,www.nwswb.edu/,28652.0,16050.0,16050.0,5083.0,1.2482396112268175
West Coast University-Orange County,Anaheim,CA,92802,westcoastuniversity.edu/,44481.0,26645.0,26645.0,8404.0,0.30655352951796355
West Coast University-Ontario,Ontario,CA,91761,westcoastuniversity.edu/,43762.0,35110.0,35110.0,8129.0,0.3065410199556541
Platt College-Miller-Motte-Fayetteville,Fayetteville,NC,28311,https://www.miller-motte.edu/,39147.0,29858.0,29858.0,3579.0,0.49775112443778113
Platt College-Miller-Motte Technical-Columbus,Columbus,GA,31907,https://www.miller-motte.edu/,34532.0,24606.0,24606.0,3389.0,0.3363741218412499
The Art Institute of Virginia Beach,Virginia Beach,VA,23462,www.artinstitutes.edu/virginia-beach/,29917.0,19354.0,19354.0,4792.0,0.382207709461612
Fortis College-Indianapolis,Indianapolis,IN,46268,www.fortiscollege.edu/,30121.0,14674.0,14674.0,5682.0,0.369285845419497
Strayer University-Arkansas,Little Rock,AR,72211,www.strayer.edu/campus-locations/arkansas/little-rock,29135.0,13515.0,13515.0,6682.0,0.12447988904299584
Strayer University-Georgia,Atlanta,GA,30341,www.strayer.edu/campus-locations,28149.0,13515.0,13515.0,7682.0,0.13026540053567082
Strayer University-Mississippi,Jackson,MS,39201,www.strayer.edu/campus-locations/mississippi/jackson,27699.0,13515.0,13515.0,8374.0,0.14624089832441442
Strayer University-South Carolina,Greenville,SC,29607,www.strayer.edu/campus-locations/south-carolina/greenville,28149.0,13515.0,13515.0,6945.0,0.11921924354094111
Strayer University-Texas,Austin,TX,78759,www.strayer.edu/campus-locations/texas/north-austin,28149.0,13515.0,13515.0,7140.0,0.13686884725309623
The Art Institute of San Antonio,San Antonio,TX,78230,www.artinstitutes.edu/san-antonio,29514.0,19354.0,19354.0,5111.0,0.2751415739113454
Unitek College,Fremont,CA,94538,unitekcollege.edu/,52962.0,35284.0,35284.0,2531.0,0.2495419920933372
Gurnick Academy of Medical Arts,San Mateo,CA,94403,www.gurnick.edu/,39487.0,26149.0,26149.0,7736.0,0.34920083391243917
South University-Richmond,Glen Allen,VA,23060,"www.southuniversity.edu/richmond#location=Richmond, VA",26012.0,17014.0,17014.0,6318.0,0.5847996089931574
South University-Virginia Beach,Virginia Beach,VA,23452,"www.southuniversity.edu/virginia-beach#location=Virginia Beach, VA",31065.0,17014.0,17014.0,6233.0,1.0396524838494097
Future-Tech Institute,Miami,FL,33135-4142,www.futuretechinstitute.com/,14310.0,23000.0,23000.0,4550.0,0.10651727946978065
Compass College of Cinematic Arts,Grand Rapids,MI,49503,compass.edu/,25737.0,15900.0,15900.0,4608.0,0.2880175888603884
Peloton College,Dallas,TX,75206,www.pelotoncollege.edu/,27525.0,15250.0,15250.0,4680.0,0.26972533689949596
Touro University Worldwide,Los Alamitos,CA,90720,www.tuw.edu/,29313.0,14600.0,14600.0,5816.0,0.37382882408674595
Touro University California,Vallejo,CA,94592,www.tu.edu/,29040.75,14500.0,14500.0,9268.0,0.4215417701426048
The Chicago School of Professional Psychology at Washington DC,Washington,DC,20005,https://www.thechicagoschool.edu/washington-dc/,28768.5,14400.0,14400.0,6849.0,0.3764921515179998
Touro University Nevada,Henderson,NV,89014,www.tun.touro.edu/,28496.25,14300.0,14300.0,9289.0,0.36220622890261767
Herzing University-Kenosha,Kenosha,WI,53140,https://www.herzing.edu/,28224.0,14200.0,14200.0,6690.0,0.3514597039473684
Herzing University-Brookfield,Brookfield,WI,53005,https://www.herzing.edu/,29364.0,14200.0,14200.0,6907.0,0.42357642357642356
Texas A&M University-San Antonio,San Antonio,TX,78224,www.tamusa.edu/,20540.0,8864.0,21877.0,8153.0,1.2793708012452891
Fortis Institute,Houston,TX,77060,https://www.fortis.edu/,24344.5,11189.5,17696.0,4254.0,0.3611339842371486
Strayer University-Global Region,Washington,DC,20005,www.strayer.edu/,28149.0,13515.0,13515.0,7099.0,0.14474090067859346
Fortis College-Columbia,Columbia,SC,29210,https://www.fortis.edu/,26473.0,14920.0,14920.0,5781.0,0.42954545454545456
Ross Medical Education Center-Granger,Granger,IN,46530,www.rosseducation.edu/,26181.5,14660.833333333334,14660.833333333334,1610.0,0.2383858512890771
Pima Medical Institute-Houston,Houston,TX,77041,pmi.edu/,25890.0,14401.666666666666,14401.666666666666,6149.0,0.5416623214099489
Concorde Career College-Dallas,Dallas,TX,75243,https://www.concorde.edu/campus/dallas-texas,25598.5,14142.5,14142.5,6252.0,0.3205509201051549
Concorde Career Institute-Orlando,Orlando,FL,32803,https://www.concorde.edu/campus/orlando-florida,25307.0,13883.333333333334,13883.333333333334,4453.0,0.3232953460240657
Concorde Career College-San Antonio,San Antonio,TX,78229,https://www.concorde.edu/campus/san-antonio-texas,25015.5,13624.166666666666,13624.166666666666,5212.0,0.33303554336034713
Johnson & Wales University-Online,Providence,RI,02903,https://online.jwu.edu/?_ga=2.244666885.1432107725.1502198571-1382828486.1499961993,24724.0,13365.0,13365.0,5177.0,0.5490089305162275
Fairfax University of America,Fairfax,VA,22030-0000,https://www.fxua.edu/,23680.0,10328.0,10328.0,6289.0,0.7650513144174305
Moreno Valley College,Moreno Valley,CA,92551,www.mvc.edu/,12846.0,1420.0,9370.0,11049.0,7.277429467084639
Norco College,Norco,CA,92860,www.norcocollege.edu/Pages/index.aspx,12612.0,1420.0,9370.0,11151.0,6.2681818181818185
Universal Technical Institute-Dallas Fort Worth,Irving,TX,75063,www.uti.edu/,20897.333333333336,9625.666666666666,14925.666666666668,4958.0,0.18723221936589546
American Sentinel University,Denver,CO,80231,www.americansentinel.edu/,29182.666666666668,17831.333333333332,20481.333333333336,7384.0,0.21614872364039955
Hawaii Medical College,Honolulu,HI,96814-3518,www.hmi.edu/,37468.0,26037.0,26037.0,3776.0,0.1390305299167366
Remington College-Heathrow Campus,Lake Mary,FL,32746,www.remingtoncollege.edu/,23229.0,12768.0,12768.0,3576.0,0.39578966554269573
Platt College-Miller-Motte-Jacksonville,Jacksonville,NC,28546,https://www.miller-motte.edu/,27375.5,14419.75,14419.75,3376.0,0.5148289665211062
Platt College-Miller-Motte Technical-Augusta,Augusta,GA,30907-0921,https://www.miller-motte.edu/campuses/augusta-career-training,31522.0,16071.5,16071.5,3317.0,0.42364751812604573
Platt College-Miller-Motte Technical-Conway,Conway,SC,29526-9508,https://www.miller-motte.edu/,35668.5,17723.25,17723.25,3517.0,0.3603580990629183
Chamberlain University-Virginia,Vienna,VA,22182,https://www.chamberlain.edu/,39815.0,19375.0,19375.0,7126.0,0.28834416223666076
Stevens-Henager College,Boise,ID,83709-6733,www.stevenshenager.edu/,32502.0,14585.0,14585.0,2395.0,0.40385842967586355
American College for Medical Careers,Orlando,FL,32809,www.acmc.edu,29335.5,14779.0,14779.0,1277.0,0.4389206961056629
Mildred Elley-New York Campus,New York,NY,10004-1010,www.mildred-elley.edu/,26169.0,14973.0,14973.0,5961.0,0.5684589071134111
National Paralegal College,Phoenix,AZ,85014-1561,https://nationalparalegal.edu/,19759.0,7995.0,7995.0,4357.5,0.11963882618510158
Carolina College of Biblical Studies,Fayetteville,NC,28303-5157,ccbs.edu/,26920.0,5300.0,5300.0,2754.0,0.4368553459119497
Omega Graduate School,Dayton,TN,37321-6736,www.ogs.edu/,36056.333333333336,14380.666666666666,14380.666666666666,800.0,0.9865481342847117
Jung Tao School of Classical Chinese Medicine,Sugar Grove,NC,28679-9657,www.jungtao.edu/,45192.66666666667,23461.33333333333,23461.33333333333,3495.0,0.32841941919751716
New York Film Academy,Burbank,CA,91505,www.nyfa.edu/,54329.0,32542.0,32542.0,6190.0,0.39870277028875084
Institute of Medical Careers,Pittsburgh,PA,15235-3718,https://www.imbc.edu/,44015.5,25188.0,25188.0,3693.0,0.2573856063971568
American Medical Sciences Center,Glendale,CA,91204-5108,www.amsc.edu/,33702.0,17834.0,17834.0,3655.0,0.4105530026937094
Jose Maria Vargas University,Pembroke Pines,FL,33026,www.jmvu.edu/,23388.5,10480.0,10480.0,3296.0,1.0381039197812214
Keweenaw Bay Ojibwa Community College,Baraga,MI,49908-0000,www.kbocc.edu/,13075.0,4400.0,4400.0,4628.0,6.216172938350681
Meridian Institute of Surgical Assisting,Nashville,TN,37218,www.meridian-institute.edu/,14000.333333333334,4966.666666666667,4966.666666666667,6875.0,0.4035791120672795
Shepherds Theological Seminary,Cary,NC,27518-9316,shepherds.edu/,14925.666666666666,5533.333333333333,5533.333333333333,5438.0,1.180859010270775
Grace College of Divinity,Fayetteville,NC,28314-2343,www.gcd.edu/,15851.0,6100.0,6100.0,2260.0,0.20800850460666195
American Trade School,Saint Ann,MO,63074-1807,www.americantradeschool.edu/,14798.5,6172.5,6172.5,5250.0,0.7663409703504043
Bergin University of Canine Studies,Penngrove,CA,94951,www.berginu.edu/,13746.0,6245.0,6245.0,3736.0,1.5236378205128205
Pima Medical Institute-Aurora,Aurora,CO,80012-0000,pmi.edu/,12693.5,6317.5,6317.5,4548.0,0.5395107654153984
Simmons College of Kentucky,Louisville,KY,40203-3322,https://www.simmonscollegeky.edu/,11641.0,6390.0,6390.0,3877.0,0.38784221371798644
North American University,Stafford,TX,77477-0000,www.na.edu/,21318.0,9900.0,9900.0,6276.0,0.8728739260038576
Keser Torah-Mayan Hatalmud,Lakewood,NJ,08701-2758,www.mayanhatalmud.org/,17700.0,10150.0,10150.0,4500.0,0.2858048162230672
Millennia Atlantic University,Doral,FL,33178-2369,www.maufl.edu/,18424.0,11372.0,11372.0,4826.0,0.28096491228070175
Colorado Academy of Veterinary Technology,Colorado Springs,CO,80906-4944,www.cavt.edu/,19148.0,17354.0,17354.0,5152.0,0.4573558580124478
Institute for Doctoral Studies in the Visual Arts,Portland,ME,04102-0000,https://www.idsva.edu/,31057.5,22277.0,22277.0,10019.0,0.4391897156213479
John Paul the Great Catholic University,Escondido,CA,92025,https://jpcatholic.edu/,42967.0,27200.0,27200.0,7087.0,1.125627785244394
University of Connecticut-Hartford Campus,Hartford,CT,06103,hartford.uconn.edu/,19176.0,14628.0,37296.0,13692.0,1.44200807847663
Ottawa University-Surprise,Surprise,AZ,85374,www.ottawa.edu/ouaz/home/,44996.0,29975.0,29975.0,5989.0,0.2020680741059888
Independence University,Salt Lake City,UT,84107,www.independence.edu/,32618.0,14585.0,14585.0,4827.0,0.1774466286197421
National American University-Colorado Springs South,Colorado Springs,CO,80915-3612,www.national.edu/locations/campuses/colorado-springs-south/,23766.0,15000.0,15000.0,5741.0,0.2550839591595646
Chamberlain University-Missouri,St. Louis,MO,63146,https://www.chamberlain.edu/,32293.0,19375.0,19375.0,6655.0,0.25773046213404305
Chamberlain University-Texas,Houston,TX,77041,https://www.chamberlain.edu/,29476.0,19375.0,19375.0,7107.0,0.29438632680123766
WellSpring School of Allied Health-Lawrence,Lawrence,KS,66045-3073,www.wellspring.edu/,26929.5,15087.5,15087.5,3333.0,0.30754578754578754
Los Angeles Pacific University,San Dimas,CA,91773-1741,https://www.lapu.edu/,24383.0,10800.0,10800.0,7416.0,0.1571072319201995
California College San Diego-CollegeAmerica-Phoenix,Phoenix,AZ,85051,www.collegeamerica.edu/,30528.0,14585.0,14585.0,5924.0,0.156990099009901
Stevens-Henager College,Idaho Falls,ID,83402,www.stevenshenager.edu/,32009.0,14585.0,14585.0,5981.0,0.32453388576501924
Relay Graduate School of Education,New York,NY,10004,www.relay.edu/,30309.33333333333,14254.666666666666,14254.666666666666,8883.0,0.7934701953994558
Platt College-Miller-Motte Technical-Macon,Macon,GA,31210,www.miller-motte.edu/,28609.666666666668,13924.333333333334,13924.333333333334,3222.0,0.35208882197967634
South University-Savannah Online,Savannah,GA,31406,www.southuniversity.edu/online#location=Online Programs,26910.0,13594.0,13594.0,5430.5,0.2697504222180522
Fortis College-Montgomery,Montgomery,AL,36117,www.fortis.edu/,27531.0,14147.0,14147.0,7639.0,0.6957177890963969
Whitworth University-Adult Degree Programs,Spokane,WA,99251,https://www.whitworth.edu/cms/,27010.2,12711.5,12711.5,2846.0,0.43869209809264303
The Santa Barbara and Ventura Colleges of Law at Santa Barbara,Santa Barbara,CA,93101,https://www.collegesoflaw.edu/,26489.4,11276.0,11276.0,8651.0,0.24187817258883249
Springfield College-Regional Online and Continuing Education,Springfield,MA,01109,https://springfield.edu/regional-and-online,25968.6,9840.5,9840.5,8314.0,0.4917439293598234
Catholic Distance University,Charles Town,WV,25414,https://cdu.edu/,25447.8,8405.0,8405.0,1555.0,0.19399666481378544
Finger Lakes Health College of Nursing & Health Sciences,Geneva,NY,14456-1651,www.flhcon.edu/,24927.0,12240.0,12240.0,6091.0,1.167073667073667
City College-Hollywood,Hollywood,FL,33024-4045,https://www.citycollege.edu/,27136.0,14539.0,14539.0,3542.0,0.48734981515711645
Rocky Mountain University of Health Professions,Provo,UT,84606,https://rm.edu/,22060.0,11424.0,12384.0,9051.0,0.3726777260611847
Christie's Education,New York,NY,10020,www.christies.edu/,16984.0,8309.0,10229.0,7590.0,0.32164662067281274
CUNY Stella and Charles Guttman Community College,New York,NY,10018-2602,https://www.guttman.cuny.edu/,11908.0,5194.0,8074.0,9570.0,12.418032786885245
Criswell College,Dallas,TX,75246-1537,www.criswell.edu/,21751.0,11552.0,11552.0,6169.0,1.5724572457245725
Beverly Hills Design Institute,Beverly Hills,CA,90211,https://www.bhdi.edu/,39471.0,23220.0,23220.0,2083.0,0.2846751631955238
American Medical Academy,Miami,FL,33186-4830,www.ama.edu/,38699.0,21297.5,21297.5,3458.0,0.24572573988916402
Chamberlain University-Georgia,Atlanta,GA,30342,https://www.chamberlain.edu/,37927.0,19375.0,19375.0,6519.0,0.2126487224497757
Chamberlain University-Indiana,Indianapolis,IN,46240,https://www.chamberlain.edu/,37927.0,19375.0,19375.0,6959.0,0.28027224208000784
Carrington College-Mesquite,Mesquite,TX,75150-6509,https://carrington.edu/,27622.0,14217.5,14217.5,7380.0,0.7330093983760629
Sessions College for Professional Design,Tempe,AZ,85281,https://www.sessions.edu/,17317.0,9060.0,9060.0,5877.0,0.3124040446820901
Bais HaMedrash and Mesivta of Baltimore,Baltimore,MD,21209-1613,www.bhmb.edu/,22100.0,13000.0,13000.0,4374.0,0.721916028139983
Yeshiva Gedolah Zichron Leyma,Union,NJ,07083-3618,https://www.yzlalumni.org/,16750.0,10750.0,10750.0,3202.0,0.8464385866517106
Be'er Yaakov Talmudic Seminary,Spring Valley,NY,10977,byts.edu/,17356.0,10260.0,10260.0,1640.0,0.23010842368640533
SAE Institute of Technology-Atlanta,Atlanta,GA,30303-1736,www.usa.sae.edu/,24861.666666666668,9330.0,9330.0,2750.0,0.10388513513513513
Colorado State University-Global Campus,Aurora,CO,80011-0000,https://csuglobal.edu/,32367.333333333336,8400.0,8400.0,5564.0,0.20583140877598152
West Coast University-Dallas,Dallas,TX,75247-3900,westcoastuniversity.edu/,39873.0,19865.0,19865.0,7407.0,0.3757205638947549
Stevens-Henager College,St. George,UT,84790-2111,www.stevenshenager.edu/locations/st-george,32220.0,14585.0,14585.0,3467.0,0.4758828325911058
National American University-Bellevue,Bellevue,NE,68123-1065,www.national.edu/locations/campuses/bellevue/,23766.0,15000.0,15000.0,4304.333333333333,0.6994295222248633
National American University-Mesquite,Mesquite,TX,75150-5628,www.national.edu/locations/campuses/mesquite/,21378.0,15000.0,15000.0,5141.666666666667,0.160114799290057
California College San Diego,San Marcos,CA,92069-2971,www.cc-sd.edu/,32068.0,14585.0,14585.0,5979.0,0.3429295554977905
Pennsylvania State University-World Campus,University Park,PA,16802-1503,worldcampus.psu.edu/,31566.5,13988.0,13988.0,6234.5,0.7604824813325675
South University-Austin,Round Rock,TX,78681-2300,"www.southuniversity.edu/austin#location=Austin, TX",31065.0,17014.0,17014.0,6490.0,0.9595494731742764
Bryant & Stratton College-Online,Orchard Park,NY,14127,https://www.bryantstratton.edu/,19758.0,14834.0,14834.0,4040.0,0.06192679165652139
Mercyhurst University-North East Campus,North East,PA,16428,northeast.mercyhurst.edu/,29624.0,19120.0,19120.0,5071.0,0.5340830209634875
Warner Pacific University Professional and Graduate Studies,Portland,OR,97266,www.warnerpacific.edu/,30826.0,6000.0,6000.0,5030.0,0.5364050545860913
Platt College-Riverside,Riverside,CA,92507,www.plattcollege.edu/,32028.0,14354.0,14354.0,4989.0,0.6056956325979289
Savannah Law School,Savannah,GA,31406,www.savannahlawschool.org/,29718.0,9802.0,9802.0,8125.0,0.4437985467301428
Shiloh University,Kalona,IA,52247-0846,www.shilohuniversity.edu/,27408.0,5250.0,5250.0,8094.0,0.9083452942382613
Florida Institute of Technology-Online,Melbourne,FL,32901-6975,https://www.fit.edu/,25098.0,12240.0,12240.0,8063.0,0.332124842370744
Rasmussen University-Kansas,Topeka,KS,66606,https://rasmussen.edu/,22788.0,10935.0,10935.0,6223.0,0.23239472220817955
California Miramar University,San Diego,CA,92108,www.calmu.edu/,20830.0,8994.0,8994.0,7141.0,0.14064966353742628
Rocky Vista University,Parker,CO,80134,www.rvu.edu/,20766.2,8515.2,8515.2,8059.0,0.4147867337849315
The College of Health Care Professions-Fort Worth,Fort Worth,TX,76137-5021,www.chcp.edu/,20702.4,8036.4,8036.4,4711.0,0.4930612244897959
Miami Media School,Doral,FL,33126,https://beonair.com/,20638.6,7557.6,7557.6,4022.0,0.18114726601811473
Gemini School of Visual Arts & Communication,Cedar Park,TX,78613,geminischool.com/,20574.8,7078.8,7078.8,3333.0,3.0589266923886353
College of the Muscogee Nation,Okmulgee,OK,74447-0917,https://cmn.edu/,20511.0,6600.0,6600.0,4818.0,3.041142303969022
Midwives College of Utah,Salt Lake City,UT,84106,www.midwifery.edu/,26724.0,7605.0,7605.0,5430.0,0.4986072423398329
Grace Mission University,Fullerton,CA,92833-3860,www.gm.edu/,17944.0,3120.0,3120.0,6042.0,0.25642534824406515
Sotheby's Institute of Art-NY,New York,NY,10022-6717,www.sothebysinstitute.com/Programmes/PNewyork.aspx,21237.5,8290.0,8290.0,7090.0,0.6934170194132243
Helms College,Macon,GA,31206-5309,www.helms.edu/,24531.0,13460.0,13460.0,3638.0,0.9406335744574706
Mid-South Christian College,Memphis,TN,38118-3151,https://www.midsouthchristian.edu/,17289.0,7902.0,7902.0,3229.0,1.8417497587648761
Ultrasound Medical Institute,Royal Palm Beach,FL,33411,www.nriinstitute.edu/,22122.5,7191.0,7191.0,3188.0,0.3465055965055965
Grace School of Theology,Conroe,TX,77384-4894,www.gsot.edu/,26956.0,6480.0,6480.0,5315.0,2.9142091152815013
Yeshiva Gedolah Kesser Torah,Monsey,NY,10952-2127,https://yeshivagedolahkessertorah.com/,19300.0,11300.0,11300.0,3542.0,0.40854916341966535
Yeshiva Yesodei Hatorah,Lakewood,NJ,08701-4946,yeshivayesodeihatorahlakewood.com/,19022.0,12500.0,12500.0,2976.0,1.007324814844958
South University-High Point,High Point,NC,27265-8320,"www.southuniversity.edu/high-point#location=High Point, NC",18962.666666666668,11277.333333333334,16403.333333333332,2385.5,1.0613268690133495
Ross Medical Education Center-Kokomo,Kokomo,IN,46902-3650,www.rosseducation.edu/,18903.33333333333,10054.666666666666,20306.666666666668,1795.0,0.25672200140285245
Augusta University,Augusta,GA,30912,www.augusta.edu/,18844.0,8832.0,24210.0,8512.0,0.884211432506887
Middle Georgia State University,Macon,GA,31206,https://www.mga.edu/,15653.0,4042.0,11389.0,6117.0,1.8624161073825503
Veritas Baptist College,Greendale,IN,47025,www.vbc.edu/,18201.0,6260.0,6260.0,2515.0,0.3355390574564235
National American University-Georgetown,Georgetown,TX,78628-5355,www.national.edu/locations/campuses/georgetown/,20184.0,15000.0,15000.0,3341.0,0.22429419731222003
National American University-Indianapolis,Indianapolis,IN,46268-3167,www.national.edu/locations/campuses/indianapolis/,16602.0,15000.0,15000.0,4167.0,0.24105045904206107
DeVry College of New York,New York,NY,10016,https://www.devry.edu/,34739.0,18361.0,18361.0,8847.0,0.1336411697784916
DeVry University-Arizona,Phoenix,AZ,85021,https://www.devry.edu/,34833.0,17803.0,17803.0,7943.0,0.19790167865707434
DeVry University-California,Ontario,CA,91764,https://www.devry.edu/,32427.0,17990.0,17990.0,8218.0,0.19326431836515193
DeVry University-Colorado,Westminster,CO,80234,https://www.devry.edu/,38223.0,18136.0,18136.0,6236.0,0.42072806843047544
DeVry University-Florida,Miramar,FL,33027,https://www.devry.edu/,36210.0,18083.0,18083.0,8169.0,0.21498510004257132
DeVry University-Georgia,Decatur,GA,30030,https://www.devry.edu/,34247.0,17819.0,17819.0,8498.0,0.21493792961937006
DeVry University-Illinois,Chicago,IL,60618,https://www.devry.edu/,34334.0,17798.0,17798.0,8008.0,0.09578316825811044
DeVry University-Indiana,Merrillville,IN,46410,https://www.devry.edu/,29386.5,17620.0,17620.0,6369.0,0.1863618752421542
DeVry University-Missouri,Kansas City,MO,64131,https://www.devry.edu/,24439.0,17800.0,17800.0,7411.0,0.2587108562787474
DeVry University-Nevada,Henderson,NV,89074,https://www.devry.edu/,37747.0,17741.0,17741.0,8692.0,0.18002502830582207
DeVry University-New Jersey,Iselin,NJ,08830,https://www.devry.edu/,29925.0,18139.0,18139.0,9973.0,0.261966327644659
DeVry University-North Carolina,Charlotte,NC,28273,https://www.devry.edu/,30675.5,18774.0,18774.0,5579.0,0.1640706126687435
DeVry University-Ohio,Columbus,OH,43219,https://www.devry.edu/,31426.0,17931.0,17931.0,7876.0,0.23756138237746688
DeVry University-Pennsylvania,Ft. Washington,PA,19034,https://www.devry.edu/,37889.0,18069.0,18069.0,7381.0,0.18444538886527836
DeVry University-Tennessee,Nashville,TN,37211,https://www.devry.edu/,24757.0,18248.0,18248.0,7521.0,0.418193413729128
DeVry University-Texas,Irving,TX,75063,https://www.devry.edu/,36036.0,17962.0,17962.0,7746.0,0.21468446601941749
DeVry University-Virginia,Arlington,VA,22202,https://www.devry.edu/,37959.0,18023.0,18023.0,7984.0,0.18337537396609374
University of North Georgia,Dahlonega,GA,30597,www.ung.edu/,16579.0,4744.0,13776.0,6282.0,1.3998366346742903
South Georgia State College,Douglas,GA,31533,www.sgsc.edu/,15550.0,3310.0,9662.0,4968.0,2.026166097838453
Northeastern University Lifelong Learning Network,Boston,MA,02115,https://www.northeastern.edu/learnforlife/,18560.0,4125.0,7301.0,8303.0,0.4735327963176064
Florida Polytechnic University,Lakeland,FL,33805-8531,floridapoly.edu/,21570.0,4940.0,4940.0,9056.0,4.02549889135255
